Question,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The number of states in the USA is ____
 Answer: ",50,50,50,Ġstate,#NAME?,ĠTerritories,Ġfours,icer,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The Taj Mahal was built by Emperor ____
 Answer: ",ĠShah,ĠShah,ĠShah,Ġemperor,Ġemperor,abh,ÙĦØ§ÙĦ,bÃŃ,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The capital of Italy is ____
 Answer: ",ĠRome,ĠRome,ĠRome,ĠRome,ĠRome,Ġcapitals,Ġcitt,Ġven,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The Amazon rainforest is often called the ____ of the planet
 Answer: ",Ġrain,ĠAmazon,Ġforests,Ġjungle,Ġforests,Ġecosystem,ÄĽlÃŃ,icer,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The number of neutrons in carbon-12 is ____
 Answer: ",6,Ġ,six,uclear,Ġatomic,Ġatomic,Ġatomic,IFF,ibli,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The planet known as the Red Planet is ____
 Answer: ",ĠMars,ĠMars,ĠMars,ĠMars,Ġplanet,Ġplanet,ĠGeological,IFF,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The most abundant metal on Earth is ____
 Answer: ",Ġoxygen,Ġoxygen,Ġuranium,Ġmetals,Ġmetals,omin,ĠGeological,ovsky,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The element with the highest melting point is ____
 Answer: ",Ġsilicon,Ġgold,Ġaluminium,Ġmetals,Ġmetals,flu,Ġphysicists,isz,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The lowest temperature ever recorded on Earth was in ____
 Answer: ",Ġ-,Ġminus,ĠAntarctica,ĠAntarctica,ĠAntarctica,Ġtemperatures,ĠÑĤÐµÐ¼Ð¿ÐµÑĢÐ°ÑĤÑĥÑĢÐ°,Ġberlin,wert,icals,idth,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The equation 𝑦=𝑚𝑥+𝑐 represents a ____
 Answer: ",Ġlinear,Ġstraight,Ġlinear,Ġlinear,#NAME?,Ð°ÑĤÐ°,andin,classic,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  y=mx+c represents a ____
 Answer: ",Ġlinear,Ġy,Ġlinear,Ġcurve,ç·ļ,Ø§Ø¦,andin,classic,wert,icals,lete,íķ©,ç¾©,Ġdivided,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The first programming language designed was ____
 Answer: ",ĠAL,ĠBASIC,ĠBASIC,ĠLisp,Ġlanguages,Ġpioneers,fÃ¶r,bÃŃ,wert,icals,lete,IVERY,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  A gigabyte is equal to ____ megabytes
 Answer: ",Ġ,Ġ,mega,Ġbillions,Ġmillion,éĩı,Ġmilli,IFF,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The value of tan(45°) is ____
 Answer: ",1,1,half,half,Ġradians,Ġradians,ifik,å±±å¸Ĥ,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The solution to 4x=16 is ____
 Answer: ",4,4,4,Ġfours,ĠSQUARE,rÃ¡l,anggal,ovsky,wert,icals,xit,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The perimeter of a circle is also called the ____
 Answer: ",Ġcircumference,Ġcircumference,Ġcircumference,Ġcircumference,Ġcircumference,Ġcircumference,ĠÐłÐ°Ð´Ð¸,oeff,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The unit circle has a radius of ____
 Answer: ",Ġ,Ġradius,radius,radius,Ġradians,ÅĤa,radius,IFF,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The cosine rule is used for finding ____
 Answer: ",ĠThe,ĠThe,Ġangles,Ġangle,Ġshortest,idth,olley,isz,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The formula for distance is ____
 Answer: ",ĠDistance,Ġdistance,distance,distance,distance,distance,Distance,isz,wert,icals,lete,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The first mechanical computer was invented by ____
 Answer: ",ĠCharles,ĠCharles,Ġpunched,computer,Ġmachines,Ġinventor,Ġphysicists,bÃŃ,wert,icals,idth,technical,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The scientist who formulated the laws of motion was ____
 Answer: ",ĠNewton,ĠGal,Ġphysicists,Ġphysicists,Ġphysicists,Ġphysicists,Ġphysicists,bÃŃ,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The protagonist of ""Naruto"" dreams of becoming the leader of his village, known as the ____.
 Answer: ",ĠHok,Ġleader,Ġninja,Ġleader,Ġleader,imest,anggal,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Dragon Ball Z,"" Goku transforms into a powerful warrior called ____ Saiyan.
 Answer: ",ĠSuper,ĠSuper,ĠGoku,ĠGoku,ĠGoku,ĠGoku,anggal,IFF,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The main character in ""Attack on Titan"" is named ____ Yeager.
 Answer: ",ĠE,ĠSh,ĠChapters,Ġprotagonist,zeich,Ġprotagonist,anggal,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The weapon used by Ichigo Kurosaki in ""Bleach"" is called ____.
 Answer: ",Ġkat,Ġkat,Ġsword,Ġswords,Ġswords,æŃ¦åĻ¨,alet,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The anime ""One Piece"" follows the adventures of a pirate crew searching for the legendary treasure known as the ____.
 Answer: ",ĠOne,Ġtreasure,Ġtreasure,Ġtreasure,Ġocean,Ġocean,Ð¾Ñī,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""My Hero Academia,"" Izuku Midoriya inherits a powerful Quirk called ____ for All.
 Answer: ",ĠQu,Ġsuper,Ġsuperhero,Ġsuperhero,Ġsuperhero,imest,ÃŃsk,IFF,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The notebooks in ""Death Note"" have the ability to ____ anyone whose name is written in them.
 Answer: ",Ġerase,Ġerase,Ġsurve,Ġmagically,ink,Å¡k,INST,ĠØ§ÙĦØ¨ÙĬ,itra,icals,lete,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Edward Elric and his brother Alphonse practice ____ in ""Fullmetal Alchemist.""
 Answer: ",Ġpractice,Ġheroic,Ġheroic,ÅĽci,ç¼,lif,OF,ĠØ§ÙĦØ¨ÙĬ,wert,icals,awe,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Demon Slayer,"" Tanjiro Kamado wields a sword that changes color based on its ____.
 Answer: ",Ġcolor,ĠIn,Ġsword,Ġweaponry,ink,imest,Ġbetrayal,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The anime ""Sword Art Online"" takes place in a ____ reality game.
 Answer: ",Ġvirtual,Ġvirtual,Ġvirtual,Ġworlds,Ġworlds,Ġworlds,ĠFiction,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The giant robots in ""Neon Genesis Evangelion"" are called ____.
 Answer: ",Ġme,Ġrobot,Ġrobots,Ġrobots,Ġhumanoid,Åį,ãģ°,ĠØ§ÙĦØ¨ÙĬ,itra,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Tokyo Ghoul,"" Ken Kaneki becomes a half-____.
 Answer: ",Ġgh,Ġmonster,Ġvampire,Ġvampire,Ġhybrids,Ġfusion,ĠFeinstein,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The village where Naruto Uzumaki grows up is called ____ Village.
 Answer: ",ĠKon,ĠKon,ĠNaruto,Ġvillages,Ġrural,omap,oto,oto,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""One Punch Man,"" Saitama becomes the world's strongest hero but struggles with ____ boredom.
 Answer: ",Ġbored,Ġtired,Ġtired,Ġtired,Ġboredom,lifetime,INST,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The character Levi Ackerman in ""Attack on Titan"" is famous for his exceptional ____ skills.
 Answer: ",Ġexceptional,Ġexceptional,Ġbadass,Ġcourageous,compet,Ã³m,riv,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Light Yagami in ""Death Note"" is pursued by a detective known only as ____.
 Answer: ",ĠLight,ĠLight,ĠDetective,Ġdetective,ĠDetective,Ġdisarm,anggal,ĠØ§ÙĦØ¨ÙĬ,itra,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Dragon Ball Z,"" Vegeta is the prince of the ____ race.
 Answer: ",ĠSai,Ġsentient,Ġsentient,Ġhumanoid,Ġhumanoid,Ġhumanoid,ĠØ§ÙĦØ¨ÙĬ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The Straw Hat Pirates' ship in ""One Piece"" is called the ____ Merry.
 Answer: ",ĠStraw,ĠStraw,ĠPirate,Ġpirate,èĪ¹,Ġspaceship,ãģ°,IFF,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The main villain in ""Naruto"" is an organization called the ____.
 Answer: ",ĠThe,Ġorganization,Ġorganization,Ġorganization,organization,organizations,ãģ°,hall,wert,icals,idth,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""My Hero Academia,"" Katsuki Bakugo’s Quirk allows him to create ____ explosions.
 Answer: ",Ġexplosion,Ġexplosions,Ġexplosive,Ġvolcan,ĠFIRE,Åį,Åį,IFF,wert,icals,xit,íķ©,_cast,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Real-Life Situations with Anime Characters
 Answer: ",ĠReal,ĠUsing,ĠUsing,Ø§ÙĦÙĬ,Ø§ÙĦÙĬ,PLL,Äįet,classic,assin,icals,ivet,technical,ĠImpossible,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Goku forgot his grocery list while shopping and accidentally bought ____ instead of milk.
 Answer: ",Ġmilk,Ġmilk,Ġgroceries,didn,ĠOops,Ġmissed,ARAM,ĠØ§ÙĦØ¨ÙĬ,wert,icals,ivet,idel,ç¾©,Ġdivided,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Naruto missed the train to work because he stopped to help a lost ____.
 Answer: ",Ġdistracted,Ġlost,Ġdistracted,Ġdistracted,ardy,äº¤éĢļ,OF,ĠØ§ÙĦØ¨ÙĬ,wert,icals,awe,trieve,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Mikasa was late for her meeting because she had to fight off a ____ in the subway.
 Answer: ",Ġdistracted,Ġannoyed,Ġdistracted,Ġdistracted,Ġharassed,Ð²Ð¸,OF,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Tanjiro and Nezuko helped their neighbor by fixing a broken ____.
 Answer: ",Ġbroken,Ġbroken,Ġrepairing,ÅĽci,repair,Ã³r,ĠØ§ÙĦØ¨ÙĬ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,elf,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Levi cleaned the entire office after everyone left, using his famous ____ skills.
 Answer: ",Ġmeticulous,Ġthorough,Ġprofessionalism,Ġprofessionalism,Ġprofessionalism,Å¡tÄĽnÃŃ,Å¡tÄĽnÃŃ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,Ġacidity,íķ©,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  L from ""Death Note"" figured out the thief's identity just by analyzing the ____.
 Answer: ",Ġhandwriting,Ġcrime,Ġfingerprints,ÅĽci,izu,alet,ĠØ§ÙĦØ¨ÙĬ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Saitama joined a gym to improve his workout routine but left because it was too ____.
 Answer: ",Ġtoo,Ġboring,Ġstren,too,too,preh,INST,ofs,wert,icals,xit,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Eren Yeager accidentally broke his friend's phone while trying to ____.
 Answer: ",Ġbroke,Ġbroke,Ġaccidentally,Ġbroke,Ġbroke,åĩ»,INST,ĠØ§ÙĦØ¨ÙĬ,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Ichigo volunteered at a community center to teach ____ lessons.
 Answer: ",Ġlessons,Ġvolunteer,Ġtutoring,Ġlesson,Ġtutoring,Å¡k,ivi,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Deku helped a child cross the street safely by using his knowledge of ____.
 Answer: ",Ġunderstanding,Ġunderstanding,knowledge,knowledge,ADI,preh,Ġsidewalk,ĠØ§ÙĦØ¨ÙĬ,wert,icals,ivet,Ġpuzzle,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The capital city of Japan is ____.
 Answer: ",ĠTokyo,ĠTokyo,ĠTokyo,ĠTokyo,ĠTokyo,Ġcapitals,Ġcapitals,icer,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The primary ingredient in sushi is ____.
 Answer: ",Ġrice,Ġrice,Ġsushi,Ġsushi,Ġfish,organic,ĠØ§ÙĦØ¨ÙĬ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The official language of France is ____.
 Answer: ",ĠfranÃ§ais,ĠfranÃ§ais,ĠfranÃ§ais,ĠfranÃ§ais,English,Ġlangue,ĠfranÃ§ais,IFF,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Water freezes at ____ degrees Celsius.
 Answer: ",0,0,Ġfreezing,Ġice,Ġfreezing,temperature,okt,ska,wert,icals,Tweet,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The opposite of ""hot"" is ____.
 Answer: ",Ġcold,Ġcold,Ġcold,Ġcold,Ġcooler,Ġcolder,Ġcolder,ovsky,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The plural form of ""mouse"" is ____.
 Answer: ",Ġmice,Ġmice,Ġmice,Ġmice,Ġmice,plural,plural,isz,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  A person who writes books is called an ____.
 Answer: ",Ġauthor,Ġauthor,Ġnovelist,Ġnovelist,Ġnovelist,Ġnovelist,ovÃŃ,icer,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The sun rises in the ____.
 Answer: ",Ġeast,Ġeast,Ġmorning,Ġmorning,Ġsky,Ġbrightest,Ġcelestial,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  A triangle has ____ sides.
 Answer: ",Ġthree,Ġthree,Ġtriangles,Ġtriangles,Ġtriangles,Ġfours,Ġfours,ĠØ§ÙĦØ¨ÙĬ,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The chemical symbol for water is ____.
 Answer: ",ĠH,ĠH,Ġhydrogen,ĠWATER,ĠWATER,rijk,Ġphysicists,isz,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The process of turning liquid into vapor is called ____.
 Answer: ",Ġvapor,Ġheating,Ġheating,Ġheating,ĠHeating,inha,Ġmilli,ovsky,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The fastest land animal is the ____.
 Answer: ",Ġcamel,Ġfastest,Ġfastest,Ġmammals,Ġmammals,rikes,rikes,icer,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  A person who studies planets and stars is called an ____.
 Answer: ",Ġastronom,Ġastronom,Ġastronom,Ġastronom,Ġastronomers,scient,ovÄĽ,icer,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The number of days in a leap year is ____.
 Answer: ",366,Ġ,ĠLeap,Ġgiorni,Ġcalendar,fÃ¶r,ĠCalendar,IFF,ibli,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The planet closest to the sun is ____.
 Answer: ",ĠMercury,ĠEarth,ĠSun,Ġsun,Ġplanets,Ġplanets,Ġplanets,Ġberlin,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The currency used in the United States is the ____.
 Answer: ",Ġdollar,Ġdollar,Ġdollars,Ġdollars,Ġdollar,Ġdollar,rikes,IFF,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The largest mammal in the world is the ____.
 Answer: ",Ġelephant,Ġgiant,Ġelephant,Ġwhales,Ġwhales,Ġtrillion,rikes,ovsky,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The process plants use to make food is called ____.
 Answer: ",Ġphotos,Ġphotos,Ġphotos,Photos,ĠPlants,organic,fÃ¶r,ovsky,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The author of ""Harry Potter"" is ____.
 Answer: ",ĠJ,ĠRowling,ĠRowling,ĠRowling,ĠRowling,Ġfiction,ĠFiction,isz,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The largest continent on Earth is ____.
 Answer: ",ĠAsia,ĠAsia,Ġcontinents,Ġcontinents,Ġcontinent,omap,rikes,icer,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Anime-Specific Themes (Advanced)
 Answer: ",ĠAnime,ĠUsing,Ġanime,uja,ARAM,Ð»Ð¸Ð½Ð¸,Äįet,classic,wert,wert,lete,ĠDeliver,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The move ""Kamehameha"" was invented by ____ in ""Dragon Ball.""
 Answer: ",ĠGoku,ĠGoku,ĠGoku,ĠGoku,ĠGoku,ĠWhoever,ĠplayerId,IFF,wert,icals,idth,íķ©,ĠImpossible,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Naruto,"" the Fourth Hokage is also known as the Yellow ____ of the Leaf.
 Answer: ",ĠKak,ĠFourth,Ġseni,ITO,ink,imest,anggal,icer,wert,icals,idth,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The deadly poison used by Koro-Sensei in ""Assassination Classroom"" is derived from ____.
 Answer: ",Ġarsen,Ġdeadly,Ġpoisonous,Ġdeadly,Ġdeadly,fÃ¶r,ĠØ§ÙĦØ¨ÙĬ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The Phantom Troupe in ""Hunter x Hunter"" is led by ____.
 Answer: ",ĠHunter,bro,OMIC,oka,Ġdok,imest,anggal,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The legendary Pokémon found in ""Pokémon"" movies is ____.
 Answer: ",ĠPikachu,ĠPikachu,ĠPikachu,Ġpokemon,Ġpokemon,rijk,anggal,ĠØ§ÙĦØ¨ÙĬ,wert,icals,idth,íķ©,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Luffy gains his powers in ""One Piece"" by eating a ____ Fruit.
 Answer: ",ĠFruit,Ġfruit,Ġfruits,Ġkum,ĠÑĦÑĢÑĥÐºÑĤ,omap,Ð¾Ð²Ñĸ,ĠØ§ÙĦØ¨ÙĬ,wert,icals,lete,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Fairy Tail,"" Natsu Dragneel is known as the Fire Dragon ____.
 Answer: ",ĠDragon,ĠFire,ĠFIRE,ĠFIRE,ĠFIRE,Ã³m,anggal,IFF,wert,icals,xit,íķ©,ĠImpossible,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The school in ""My Hero Academia"" is called ____ Academy.
 Answer: ",ĠIz,Ġschool,Ġschool,Ġschool,Ġschool,school,ĠÅ¡koly,isz,wert,icals,xit,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  ""Attack on Titan"" features walls named after female ____.
 Answer: ","Ġ""","Ġ""",Ġwalls,Ġprincess,Ġfeminine,fÃ¶r,iversit,ĠØ§ÙĦØ¨ÙĬ,itra,icals,lete,technical,ç¾©,ochond,Ġ,Ġ,Ġ
"Using Answer Using one word only :  In ""Bleach,"" the Soul Society is governed by the ____ 13.
 Answer: ",ĠSoul,Ġspiritual,Ġunderworld,Ã¡nÃŃ,Ø§ÙĦÙĬ,omap,ĠØ§ÙĦØ¨ÙĬ,Ġdors,wert,icals,awe,íķ©,Ġparadox,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Mixed Real-Life + Anime Characters
 Answer: ",ĠMixed,ĠMixed,anime,Å¼y,ĠCombination,losti,Äįet,classic,wert,ska,ivet,idel,ç¾©,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Goku ran a marathon but stopped halfway to eat ____ with his friends.
 Answer: ",Ġate,Ġfinish,Ġfinish,Ġexhausted,Å¡tÄĽnÃŃ,Ð¸Ð½Ñĥ,INST,ĠØ§ÙĦØ¨ÙĬ,wert,icals,ivet,idel,ç¾©,Ġdivided,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Naruto became a chef and created a signature dish called ____ Ramen.
 Answer: ",Ġramen,Ġramen,Ġsushi,Ġsushi,Ġsushi,oeff,ARAM,ĠØ§ÙĦØ¨ÙĬ,Ġdispar,icals,lags,trieve,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Tanjiro helped design a neighborhood park shaped like a giant ____.
 Answer: ",Ġplayground,Ġcircle,Ġplayground,Ġplayground,Ġconcent,Ġterra,Ġfours,ĠØ§ÙĦØ¨ÙĬ,wert,icals,ivet,Ġpuzzle,Ġparadox,elf,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Mikasa worked as a detective, solving crimes using her unmatched ____ skills.
 Answer: ",Ġunmatched,Ġskills,Ġproficient,Ġskills,Ġexpertise,Ġskills,INST,ĠØ§ÙĦØ¨ÙĬ,itra,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Saitama opened a barbershop but quit because all his customers wanted ____ haircuts.
 Answer: ",Ġexpensive,Ġslick,Ġhaircut,Å¡tÄĽnÃŃ,Å¡tÄĽnÃŃ,Å¡tÄĽnÃŃ,INST,ovsky,wert,icals,xit,íķ©,Ġparadox,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The result of 5+3 is ____.
 Answer: ",8,10,12,13,Ġsixth,Ġresultat,Ġresultat,ovsky,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Subtracting 7 from 15 gives ____.
 Answer: ",8,Ġ,18,inki,17,ĠSubtract,ĠSubtract,ÑĢÐ°Ð²,ibli,icals,Âłp,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Multiplying 6 by 4 gives ____.
 Answer: ",24,24,16,24,six,Ġfours,Ġfours,Ð±Ð¾Ð¼,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  Dividing 16 by 4 gives ____.
 Answer: ",4,4,4,four,Ġdivisible,Ġfours,andi,ovsky,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The square of 5 is ____.
 Answer: ",25,25,25,25,Ġfifth,Ġtrillion,Ġfours,IFF,wert,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
"Using Answer Using one word only :  9−6+2 equals ____.
 Answer: ",Ġ,Ġ,13,13,13,imest,Ã¡c,Ġafterwards,wert,Tweet,lete,íķ©,_cast,self,Ġ,Ġ,Ġ
"Using Answer Using one word only :  The sum of 12, 8, and 5 is ____.
 Answer: ",Ġ,Ġ,35,ĠThirty,total,Ø§Ø¦,Ġfours,IFF,ibli,icals,xit,íķ©,ç¾©,member,Ġ,Ġ,Ġ
