Res,layer_41,layer_40,layer_39,layer_38,layer_37,layer_36,layer_35,layer_34,layer_33,layer_32,layer_31,layer_30,layer_29,layer_28,layer_27,layer_26,layer_25,layer_24,layer_23,layer_22,layer_21,layer_20,layer_19,layer_18,layer_17,layer_16,layer_15,layer_14,layer_13,layer_12,layer_11,layer_10,layer_9,layer_8,layer_7,layer_6,layer_5,layer_4,layer_3,layer_2,layer_1
"Using Answer Using one word only :  The kinetic energy of an object depends on its ____ and ____
 Answer: ",▁mass,▁mass,▁mass,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁velocity,▁Begriffe,both,both,entr,both,ellig,none,bb,hem,lej,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The law of reflection states that the angle of incidence is equal to the angle of ____
 Answer: ",▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁reflection,▁angles,▁angles,стоя,both,▁correct,vd,vd,vd,zin,bb,hem,CCE,▁bil,roll,▁incon,▁Bedeut,arta,endo,hol,<s>,▁screens
"Using Answer Using one word only :  The speed of a wave is calculated as ____
 Answer: ",▁frequency,▁frequency,▁frequency,▁frequency,▁frequency,▁wave,▁wave,▁wave,▁wave,▁wave,▁wave,▁wave,▁wave,▁wave,▁wave,▁speed,▁speed,▁speed,▁velocity,▁speed,▁velocity,▁velocity,▁speed,▁velocity,▁speed,vd,ienie,vd,none,▁correctly,hem,CCE,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The unit of electric current is ____
 Answer: ",▁A,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁amp,▁kil,▁kil,▁electric,▁electric,▁electric,▁electric,▁electric,▁units,▁units,▁units,▁units,▁units,chin,▁word,ienie,ront,none,NA,hem,CCE,▁bil,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The resistance of a conductor is measured in ____
 Answer: ",▁Oh,▁oh,▁oh,▁oh,▁oh,▁oh,▁oh,▁Oh,▁oh,▁Oh,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁resistance,▁measured,chin,vd,ienie,ellig,none,bb,hem,CCE,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The first programmable computer was invented in the year ____
 Answer: ",1,1,1,1,1,1,1,▁EN,▁EN,▁EN,▁EN,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁computers,▁computers,▁computers,▁computers,▁rud,▁correct,vd,▁correctly,rio,none,bb,hem,lej,lej,lej,nak,▁Bedeut,arta,endo,hol,<s>,▁screens
"Using Answer Using one word only :  The founder of the company Apple was ____
 Answer: ",▁Steve,▁Steve,▁Steve,▁Steve,▁Steve,▁Steve,▁Steve,▁Steve,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁Apple,▁entrepr,▁entrepr,▁founder,▁word,▁word,▁word,▁correctly,rio,none,bb,hem,lej,lej,lej,▁incon,▁Bedeut,arta,ів,hol,<s>,▁screens
"Using Answer Using one word only :  The binary value of the decimal number 8 is ____
 Answer: ",1,1,1,1,1,binary,binary,binary,binary,▁binary,binary,binary,binary,binary,binary,binary,binary,binary,▁binary,▁binary,binary,▁binary,▁binary,binary,niu,iry,▁correct,ellig,none,▁correct,answer,lej,lej,ethe,nak,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The smallest particle of an element is called ____
 Answer: ",▁atom,▁At,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atom,▁atoms,▁atoms,▁atoms,▁atoms,▁atoms,▁atomic,▁atomic,▁atomic,▁atomic,▁smallest,chin,▁word,ienie,ellig,none,pas,hem,lej,▁bil,▁bil,ethod,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The SI unit of distance is ____
 Answer: ",▁met,▁met,▁met,▁met,▁meter,▁meter,▁meter,▁meter,▁meter,▁meter,▁meter,▁meter,▁meter,▁kilometer,▁kilometer,▁kilometer,▁kilom,▁kilom,▁distance,▁units,▁measurement,▁units,▁units,▁units,chin,▁answer,ienie,ellig,none,▁correctly,hem,CCE,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The number of protons in hydrogen is ____
 Answer: ",1,1,1,1,1,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁hydro,▁atomic,▁zero,▁zero,▁zero,▁zero,chin,vd,ienie,ellig,none,answer,hem,lej,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Hubble Space Telescope was launched in ____
 Answer: ",1,1,1,1,1,▁Space,▁Space,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁Hub,▁orbit,▁launch,▁launch,launch,▁',▁Correct,vd,▁correct,rio,none,bb,lej,lej,lej,lej,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The periodic table was first developed by ____
 Answer: ",▁M,▁D,▁D,▁D,▁Period,▁Period,▁periodic,▁periodic,▁Period,▁periodic,▁Period,▁Period,▁chem,▁chem,▁chem,▁periodic,▁periodic,▁chem,▁chem,▁chem,▁invent,▁invent,▁scient,▁invent,▁correct,vd,▁correctly,rio,none,bb,hem,▁bil,▁bil,ethe,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The formula for the volume of a pyramid is ____
 Answer: ",1,1,▁V,▁Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,▁volume,▁volume,▁volume,▁volume,Volume,▁volume,▁formula,▁multiply,▁multiply,▁formulas,▁proportional,zioni,vd,vd,ellig,ellig,NA,hem,lej,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The largest moon of Saturn is ____
 Answer: ",▁T,▁T,▁T,▁T,▁T,▁T,▁Sat,▁Sat,▁Sat,▁Sat,▁Sat,▁Sat,▁Sat,▁Sat,▁moon,▁Sat,▁Sat,▁planet,▁Sat,▁planet,▁moon,▁moon,▁largest,▁largest,▁correct,▁word,ienie,ellig,none,bb,hem,lej,lej,ethe,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The year the Wright brothers flew was ____
 Answer: ",1,1,1,1,1,1,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁Wright,▁year,▁year,▁aer,▁year,▁year,▁Correct,▁correct,vd,▁correctly,ront,none,NA,hem,lej,▁bil,lej,▁incon,▁Bedeut,arta,ів,oco,<s>,▁screens
"Using Answer Using one word only :  The hottest planet in the solar system is ____
 Answer: ",▁Ven,▁Ven,▁Mercur,▁Ven,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mercur,▁Mars,▁Mars,▁planet,▁Mars,▁planet,▁planet,▁planet,▁heat,▁planet,▁temperature,▁temperature,▁temperature,▁solar,chin,▁word,ienie,ront,none,bb,hem,lej,▁bil,ethe,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The ancient city of Rome is located in ____
 Answer: ",▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Italy,▁Rome,▁Rome,▁Rome,▁Rome,▁Italy,▁Ital,▁Ital,̀,▁ancient,̀,vd,▁word,▁correctly,rio,none,pas,hem,CCE,▁bil,roll,▁incon,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The year World War II ended was ____
 Answer: ",1,1,1,1,1,▁forty,▁’,▁’,▁_,▁’,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁_,▁year,▁year,▁answer,▁answer,▁ending,▁answer,▁correct,▁word,▁correctly,ront,none,▁NA,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,▁Хронологија,oco,<s>,▁screens
"Using Answer Using one word only :  The Statue of Liberty was gifted by ____
 Answer: ",▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁France,▁gift,▁gift,▁_,▁liberty,<0x09>,▁spons,▁spons,▁spons,▁spons,▁bil,▁word,▁correctly,rio,none,NA,hem,lej,lej,ethe,nak,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The most populous city in the world is ____
 Answer: ",▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁Tokyo,▁cities,▁cities,▁cities,▁population,▁city,▁largest,chin,▁word,ienie,rio,none,NA,hem,lej,▁bil,ethe,▁incon,▁Bedeut,arta,ів,hol,<s>,▁screens
"Using Answer Using one word only :  The only continent without snakes is ____
 Answer: ",▁Ant,▁Ant,▁Australia,▁Australia,▁Australia,▁Australia,▁continent,▁continent,▁Australia,▁Ant,▁Ant,▁Africa,▁Africa,▁Africa,▁continent,▁continent,▁continent,▁continent,▁continent,▁continent,▁continent,▁continent,▁continent,▁none,iak,▁word,entr,entr,none,pas,hem,lej,▁bil,lej,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The number of states in the USA is ____
 Answer: ",5,5,▁fifty,▁fifty,▁fifty,▁fifty,▁fifty,▁fifty,▁fifty,▁fifty,▁states,▁states,▁states,▁states,▁states,▁states,▁states,▁states,▁states,▁states,states,州,states,▁eleven,▁number,▁word,Fetch,ellig,none,NA,hem,iano,▁bil,ethe,ethod,▁Bedeut,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Taj Mahal was built by Emperor ____
 Answer: ",▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Shah,▁Sultan,▁Emperor,▁Emperor,▁Emperor,<0x09>,<0x09>,▁builder,▁',both,▁word,▁word,rio,rio,none,bb,hem,lej,▁bil,roll,▁Хронологија,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The capital of Italy is ____
 Answer: ",▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁Rome,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁capital,▁correct,▁word,▁word,ront,none,NA,hem,iano,▁bil,ethe,ethod,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The Amazon rainforest is often called the ____ of the planet
 Answer: ",▁l,▁l,▁l,▁l,▁heart,▁heart,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,▁Amazon,"▁""",▁',▁',▁word,▁word,rio,rio,bst,bb,hem,lej,▁bil,roll,▁Wor,ockey,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The number of neutrons in carbon-12 is ____
 Answer: ",6,6,6,6,▁six,▁neut,▁neut,▁neut,▁neut,▁neut,▁neut,▁neut,▁neut,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁carbon,▁atomic,▁atomic,▁atomic,▁nuclear,▁beskre,▁correct,vd,rio,ellig,ellig,NA,hem,lej,lej,ethe,▁incon,▁Bedeut,issen,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The planet known as the Red Planet is ____
 Answer: ",▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁Mars,▁planet,▁Mars,▁planet,▁planet,▁planet,▁planet,▁',▁word,▁word,▁correctly,rio,none,bb,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,ів,hol,<s>,▁screens
"Using Answer Using one word only :  The most abundant metal on Earth is ____
 Answer: ",▁Iron,▁Iron,▁Iron,▁Iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁iron,▁Earth,▁Earth,▁Earth,▁Earth,▁metal,▁Earth,▁Earth,▁Earth,▁largest,chin,▁word,bolds,ellig,none,bb,hem,lej,lej,lej,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The element with the highest melting point is ____
 Answer: ",▁T,▁os,▁os,▁plat,▁plat,▁plat,▁plat,▁plat,▁element,▁element,▁element,▁gold,▁element,▁element,▁element,▁element,▁element,▁element,▁element,▁element,▁temperature,▁temperature,▁therm,▁highest,chin,vd,ellig,ellig,none,bb,hem,CCE,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The lowest temperature ever recorded on Earth was in ____
 Answer: ",▁V,▁Ant,▁Ant,▁Ant,▁Ant,▁(-,▁(-,▁minus,▁Ant,▁Ant,▁Ant,▁Ant,▁Ant,▁Ant,▁Ant,▁(-,▁therm,▁temperature,▁temperature,▁temperature,▁temperature,▁temperature,▁extreme,▁extreme,chin,▁word,bolds,rio,none,bb,hem,lej,▁bil,ethe,ethod,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The equation 𝑦=𝑚𝑥+𝑐 represents a ____
 Answer: ",▁line,▁line,▁line,▁line,▁linear,▁linear,▁linear,▁linear,▁linear,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁linear,▁linear,▁linear,▁linear,▁exponential,urname,▁linear,▁linear,áb,both,ellig,ellig,ellig,ellig,NA,NA,lej,lej,lej,▁incon,▁Bedeut,arta,hol,hol,<s>,▁screens
"Using Answer Using one word only :  y=mx+c represents a ____
 Answer: ",▁linear,▁line,▁straight,▁line,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁slope,▁linear,▁linear,▁linear,▁linear,▁linear,áb,▁bil,ellig,ellig,ellig,ellig,ellig,hem,▁bil,▁bil,inand,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The first programming language designed was ____
 Answer: ",▁Fort,▁Fort,▁Fort,▁FOR,▁Assembly,▁Assembly,▁FOR,▁FOR,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁programming,▁proto,▁pione,chin,▁word,entr,entr,none,pas,hem,lej,▁bil,lej,ethod,▁Bedeut,arta,iva,oco,<s>,▁screens
"Using Answer Using one word only :  A gigabyte is equal to ____ megabytes
 Answer: ",1,1,1,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁gig,▁GB,▁GB,▁MB,▁multip,▁multip,▁multip,▁equivalent,▁equivalent,▁Freder,wod,bolds,ellig,itie,sol,answer,inand,inand,ethe,▁incon,▁Bedeut,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The value of tan(45°) is ____
 Answer: ",1,1,1,sqrt,sqrt,tan,tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁tan,▁angle,▁angle,half,▁half,▁Begriffe,▁answer,ellig,ellig,ellig,ellig,hem,lej,lej,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The solution to 4x=16 is ____
 Answer: ",4,4,4,4,4,▁four,vier,▁four,▁four,▁four,vier,vier,vier,vier,vier,vier,vier,▁four,▁four,▁Four,▁Four,▁Four,▁four,▁four,answer,answer,▁correct,ellig,itie,▁NA,hem,lej,lej,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The perimeter of a circle is also called the ____
 Answer: ",▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,▁circum,"▁""",zioni,▁word,entr,ront,none,bb,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,ів,hol,<s>,▁screens
"Using Answer Using one word only :  The unit circle has a radius of ____
 Answer: ",1,1,1,▁units,▁radius,▁radius,▁unity,▁radius,▁radius,▁unit,▁radius,▁radius,▁radius,▁radius,▁radius,▁radius,▁radius,▁radius,▁radius,▁circle,▁radius,▁radius,▁diameter,▁unity,niu,vd,ellig,ellig,none,NA,hem,CCE,▁bil,ethe,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The cosine rule is used for finding ____
 Answer: ",▁the,▁the,▁sides,▁sides,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁angles,▁bil,▁Bil,▁bil,vd,vd,ellig,none,pas,hem,lej,▁bil,▁bil,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The formula for distance is ____
 Answer: ",▁d,▁d,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,▁distance,"▁""",chin,▁word,▁word,ellig,none,NA,hem,iano,▁bil,CCE,▁incon,▁Bedeut,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The first mechanical computer was invented by ____
 Answer: ",▁Charles,▁Charles,▁Charles,▁Charles,▁Charles,▁Charles,▁EN,▁EN,▁EN,▁invent,▁invent,▁invent,▁invent,▁invent,▁invent,▁invent,▁invent,▁machines,▁machines,▁invent,▁invent,▁invent,▁invent,▁',▁word,▁word,▁correctly,rio,none,pas,hem,lej,lej,▁bil,ethod,▁Bedeut,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The scientist who formulated the laws of motion was ____
 Answer: ",▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,▁Newton,abb,abb,abb,uteur,▁word,▁word,ienie,rio,none,bb,hem,lej,▁bil,ethe,▁Хронологија,▁Хронологија,arta,iva,hol,<s>,▁screens
"Using Answer Using one word only :  The protagonist of ""Naruto"" dreams of becoming the leader of his village, known as the ____.
 Answer: ",▁H,▁The,▁H,▁H,▁nin,▁nin,▁village,▁village,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,▁leader,"▁""",″,″,uteur,▁',▁correct,▁word,ellig,ellig,texte,lej,hem,lej,lej,lej,▁incon,arta,▁virt,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  In ""Dragon Ball Z,"" Goku transforms into a powerful warrior called ____ Saiyan.
 Answer: ",▁Super,▁Super,▁Super,▁Super,▁Super,▁Super,▁Answer,▁Answer,▁Answer,▁Answer,▁Dragon,▁Dragon,▁Dragon,▁Dragon,▁_,▁Answer,▁Answer,▁Answer,"▁""",<0x09>,▁answers,″,<0x09>,▁correct,▁correct,▁word,▁correct,▁correct,bt,▁correct,ggi,CCE,lej,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The main character in ""Attack on Titan"" is named ____ Yeager.
 Answer: ",▁E,▁The,▁_,▁E,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁answers,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁protagon,▁The,▁The,″,▁correct,zin,▁correct,▁word,xt,entr,texte,FM,hem,lej,lej,▁NC,▁incon,▁ble,arta,▁`(,hol,<s>,▁screens
"Using Answer Using one word only :  The weapon used by Ichigo Kurosaki in ""Bleach"" is called ____.
 Answer: ",▁Z,▁The,▁Z,▁Z,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁sword,▁weapon,▁',▁',▁correct,▁word,ienie,ront,texte,pas,hem,CCE,lej,CCE,▁incon,anto,arta,▁`(,oco,<s>,▁screens
"Using Answer Using one word only :  The anime ""One Piece"" follows the adventures of a pirate crew searching for the legendary treasure known as the ____.
 Answer: ",▁One,▁One,▁One,▁One,▁tre,▁tre,▁tre,▁tre,▁tre,▁tre,▁tre,▁tre,▁tre,▁pir,▁tre,▁tre,▁tre,▁tre,▁sea,"▁""",▁sea,ʻ,▁',ʻ,▁correct,▁word,▁correctly,rio,NA,NA,hem,hem,lej,roll,▁incon,anto,arta,▁Хронологија,hol,<s>,▁screens
"Using Answer Using one word only :  In ""My Hero Academia,"" Izuku Midoriya inherits a powerful Quirk called ____ for All.
 Answer: ","▁""",▁One,▁All,▁All,▁All,"▁""",Ō,Ō,▁powers,▁powers,▁powers,▁powers,▁powers,▁powers,▁powers,▁powers,▁powers, ,"▁""",″,″,ʻ,zin,zin,▁correct,▁word,▁word,ront,bt,pas,hem,CCE,lej,▁NC,▁incon,▁ble,arta,▁`(,oco,<s>,▁screens
